-12.9522,-52.4137
-14.6654,-45.5754
-14.1945,-48.9118
-18.7359,-18.5202
-9.93306,-56.5321
-15.1192,-41.1622
-16.6911,-31.0591
-5.20217,-44.6117
-7.92472,-56.1396
-16.3601,-37.9209
-0.963417,-17.3442
-8.14417,-53.7485
-15.3495,-44.0817
-17.1279,-25.7569
-5.29997,-41.0298
-6.63492,-47.7306
-14.0075,-47.0683
-9.00564,-53.8323
-2.86882,-29.595
-19.721,-8.41731
-7.37403,-52.3207
-2.54789,-29.1988
-10.8346,-56.9045
-12.9769,-51.256
-3.92322,-37.6852
-14.2159,-44.7565
-7.40697,-50.9895
-11.6057,-53.0144
-1.18259,-21.2107
-12.1037,-53.6747
-5.90821,-47.6432
-2.82087,-27.6585
-15.4743,-38.9458
-0.562667,-5.77355
-3.90851,-37.8837
-5.00761,-49.0746
-7.53474,-49.2805
-7.81248,-55.9666
-2.04708,-22.5946
-18.5246,-17.8056
-14.4484,-47.1924
-0.283609,-8.8849
-4.79477,-37.6477
-13.031,-52.8409
-8.68544,-49.8595
-6.12989,-49.2607
-4.90024,-38.6211
-15.9609,-32.0483
-6.06975,-43.1725
-5.54707,-45.0591
-6.98048,-51.4528
-5.86012,-49.7489
-2.65482,-29.1785
-13.91,-46.977
-6.51532,-50.4802
-5.09695,-38.9136
-8.23856,-51.3474
-12.2554,-48.1365
-15.0124,-40.2811
-13.2357,-42.308
-19.894,-4.27067
-14.2965,-48.16
-2.76753,-28.0023
-17.6699,-23.1419
-4.00939,-41.8309
-17.057,-26.466
-3.49475,-32.3916
-12.6194,-53.8558
-11.4582,-52.8523
-6.26413,-44.1289
-17.8649,-28.8212
-3.21869,-34.424
-17.2994,-31.2135
-5.74846,-47.1986
-10.8685,-58.8706
-2.94211,-27.6284
-19.1003,-11.2179
-5.08702,-44.5272
-15.5164,-41.5188
-1.39309,-18.8209
-16.8577,-29.9076
-6.45596,-51.8969
-1.98593,-25.4517
-7.80819,-51.5647
-18.2225,-18.3312
-18.3664,-21.323
-0.393073,-9.497
-9.85755,-56.151
-9.2691,-52.4209
-7.0172,-49.3497
-3.14373,-31.0912
-12.0314,-54.6426
-0.535229,-7.50615
-18.9255,-14.6285
-17.5746,-27.5528
-19.3575,-8.85709
-16.319,-36.0999
-1.46944,-23.2291
-8.00394,-53.5734
-10.8709,-53.6773
